Draguignan;2;Tente;Promener les chiens;;Parking, Piscine, Wifi;Pas de transfert;Demi-pension;2022-01-03;2022-01-26
Seville;3;Cabane dans un arbre;Jardinage;Pas d animaux, Non fumeur;Blanchissage, Piscine;Transfert possible;Demi-pension;2022-01-27;2022-01-28
Draguignan;6;Cabane dans un arbre;Jardinage;Pas d animaux;Balade � cheval, Blanchissage, Piscine;Pas de transfert;Pension compl�te;2022-07-22;2022-07-23
Berlin;5;Tente;Promener les chiens, Jardinage;;Balade � cheval;Pas de transfert;Petit d�jeuner;2022-05-01;2022-05-26
Draguignan;6;Cabane dans un arbre;Bricolage;;Balade � cheval;Pas de transfert;Pension compl�te;2022-10-06;2022-10-29
Chartres;3;Chambre;Donner des cours d anglais, Jardinage;Pas d animaux;Blanchissage;Pas de transfert;Demi-pension;2022-08-05;2022-08-11
Chartres;5;Tente;Jardinage, Bricolage;;Wifi, Balade � cheval;Pas de transfert;Demi-pension;2022-09-08;2022-09-09
Chartres;5;Cabane dans un arbre;Babysitting, Donner des cours d anglais;;Piscine, Blanchissage, Parking;Transfert possible;Pension compl�te;2022-12-05;2022-12-23
Chartres;6;Cabane dans un arbre;Donner des cours d anglais, Jardinage;Pas d animaux, Non fumeur;Wifi, Balade � cheval;Pas de transfert;Demi-pension;2022-08-08;2022-08-18
Paris;5;Tente;Jardinage, Promener les chiens;Pas d animaux;Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-09-03;2022-09-04
Strasbourg;6;Chambre;Bricolage;Pas d animaux;Wifi, Piscine, Balade � cheval;Transfert possible;Demi-pension;2022-05-04;2022-05-31
Strasbourg;6;Cabane dans un arbre;Promener les chiens;Non fumeur, Pas d animaux;Blanchissage, Piscine, Parking;Transfert possible;Demi-pension;2022-07-11;2022-07-12
Toulouse;6;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux;Parking;Transfert possible;Pension compl�te;2022-02-12;2022-02-13
Seville;6;Tente;Promener les chiens, Donner des cours d anglais;;Balade � cheval;Pas de transfert;Demi-pension;2022-08-10;2022-08-11
Toulouse;5;Chambre;Bricolage;Pas d animaux;Wifi;Transfert possible;Petit d�jeuner;2022-03-25;2022-03-26
Berlin;4;Tente;Bricolage;;Parking, Blanchissage;Transfert possible;Petit d�jeuner;2022-05-15;2022-05-16
Avignon;2;Cabane dans un arbre;Promener les chiens, Jardinage;;Parking;Transfert possible;Demi-pension;2022-01-25;2022-01-26
Marseille;4;Cabane dans un arbre;Babysitting, Bricolage;Non fumeur;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-10-18;2022-10-19
Draguignan;3;Chambre;Jardinage;;Parking, Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-01-07;2022-01-21
Moscou;2;Cabane dans un arbre;Promener les chiens, Jardinage;;Blanchissage, Piscine;Transfert possible;Petit d�jeuner;2022-04-25;2022-04-26
Berlin;6;Cabane dans un arbre;Babysitting;;Parking, Wifi, Piscine;Pas de transfert;Petit d�jeuner;2022-11-08;2022-11-09
Moscou;2;Tente;Promener les chiens;Non fumeur, Pas d animaux;Wifi, Blanchissage, Piscine;Transfert possible;Pension compl�te;2022-04-08;2022-04-12
Paris;3;Cabane dans un arbre;Jardinage, Donner des cours d anglais;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-01-08;2022-01-26
Chartres;2;Cabane dans un arbre;Jardinage, Promener les chiens;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval;Pas de transfert;Pension compl�te;2022-01-09;2022-01-10
Marseille;6;Tente;Promener les chiens;Non fumeur;Parking, Piscine;Pas de transfert;Demi-pension;2022-03-02;2022-03-03
Moscou;5;Cabane dans un arbre;Jardinage, Bricolage;Pas d animaux, Non fumeur;Piscine;Pas de transfert;Pension compl�te;2022-03-09;2022-03-23
Toulouse;2;Chambre;Promener les chiens, Donner des cours d anglais;Non fumeur;Wifi, Balade � cheval;Pas de transfert;Demi-pension;2022-02-27;2022-02-28
Seville;6;Tente;Jardinage, Babysitting;;Balade � cheval, Piscine, Blanchissage;Transfert possible;Petit d�jeuner;2022-07-30;2022-07-31
Strasbourg;5;Cabane dans un arbre;Promener les chiens, Jardinage;;Balade � cheval, Wifi;Pas de transfert;Petit d�jeuner;2022-12-18;2022-12-19
Draguignan;6;Tente;Jardinage, Babysitting;;Parking, Balade � cheval;Pas de transfert;Pension compl�te;2022-10-22;2022-10-23
Berlin;2;Chambre;Donner des cours d anglais, Jardinage;Pas d animaux, Non fumeur;Wifi, Balade � cheval;Pas de transfert;Demi-pension;2022-11-20;2022-11-24
Seville;5;Tente;Promener les chiens, Jardinage;Pas d animaux, Non fumeur;Parking, Blanchissage, Piscine;Pas de transfert;Petit d�jeuner;2022-12-04;2022-12-16
Marseille;5;Tente;Babysitting, Donner des cours d anglais;Pas d animaux;Balade � cheval, Blanchissage;Transfert possible;Demi-pension;2022-08-03;2022-08-26
Paris;4;Chambre;Babysitting, Jardinage;Pas d animaux;Wifi;Pas de transfert;Petit d�jeuner;2022-05-30;2022-05-31
Draguignan;4;Tente;Donner des cours d anglais;;Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-05-07;2022-05-31
Toulouse;4;Cabane dans un arbre;Babysitting;Non fumeur, Pas d animaux;Parking, Balade � cheval, Wifi;Transfert possible;Pension compl�te;2022-06-20;2022-06-21
Toulouse;3;Cabane dans un arbre;Donner des cours d anglais, Bricolage;;Parking, Blanchissage;Pas de transfert;Pension compl�te;2022-06-22;2022-06-23
Draguignan;3;Tente;Jardinage;Non fumeur, Pas d animaux;Balade � cheval;Transfert possible;Pension compl�te;2022-02-27;2022-02-28
Draguignan;3;Cabane dans un arbre;Donner des cours d anglais;;Balade � cheval, Parking, Blanchissage;Pas de transfert;Petit d�jeuner;2022-07-27;2022-07-28
Berlin;2;Tente;Babysitting;Pas d animaux, Non fumeur;Wifi, Blanchissage;Pas de transfert;Petit d�jeuner;2022-06-19;2022-06-20
Paris;6;Tente;Babysitting, Donner des cours d anglais;Pas d animaux;Parking;Pas de transfert;Pension compl�te;2022-06-18;2022-06-19
Chartres;2;Tente;Babysitting;Non fumeur;Parking;Pas de transfert;Petit d�jeuner;2022-09-14;2022-09-19
Berlin;3;Tente;Babysitting;Pas d animaux;Parking, Piscine, Blanchissage;Pas de transfert;Petit d�jeuner;2022-10-07;2022-10-10
Strasbourg;2;Cabane dans un arbre;Bricolage, Promener les chiens;;Blanchissage;Transfert possible;Petit d�jeuner;2022-05-12;2022-05-25
Avignon;5;Cabane dans un arbre;Jardinage, Promener les chiens;Non fumeur, Pas d animaux;Blanchissage;Pas de transfert;Demi-pension;2022-07-19;2022-07-20
Toulouse;5;Tente;Jardinage, Promener les chiens;Non fumeur;Wifi;Pas de transfert;Demi-pension;2022-12-02;2022-12-19
Paris;4;Cabane dans un arbre;Bricolage;;Balade � cheval, Blanchissage;Transfert possible;Pension compl�te;2022-12-04;2022-12-24
Chartres;6;Chambre;Bricolage, Babysitting;Pas d animaux, Non fumeur;Wifi, Piscine, Balade � cheval;Transfert possible;Pension compl�te;2022-10-14;2022-10-27
Marseille;4;Tente;Bricolage;Pas d animaux, Non fumeur;Piscine, Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-04-24;2022-04-25
Draguignan;5;Chambre;Promener les chiens;;Wifi;Pas de transfert;Petit d�jeuner;2022-03-24;2022-03-25
Draguignan;5;Chambre;Donner des cours d anglais, Bricolage;;Parking;Pas de transfert;Petit d�jeuner;2022-09-05;2022-09-27
Berlin;4;Tente;Jardinage;;Parking;Pas de transfert;Pension compl�te;2022-11-15;2022-11-16
Berlin;2;Tente;Bricolage;Pas d animaux;Parking, Blanchissage, Balade � cheval;Transfert possible;Pension compl�te;2022-12-25;2022-12-26
Seville;2;Tente;Babysitting, Bricolage;;Blanchissage, Wifi, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-04-23;2022-04-24
Toulouse;2;Chambre;Jardinage;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-07-23;2022-07-24
Draguignan;5;Chambre;Jardinage, Babysitting;Non fumeur;Wifi;Pas de transfert;Pension compl�te;2022-08-31;2022-08-31
Seville;5;Tente;Babysitting, Donner des cours d anglais;Non fumeur;Parking, Wifi;Transfert possible;Demi-pension;2022-05-08;2022-05-31
Seville;2;Tente;Promener les chiens;;Balade � cheval, Piscine;Pas de transfert;Petit d�jeuner;2022-02-04;2022-02-13
Toulouse;2;Tente;Jardinage, Bricolage;Pas d animaux;Blanchissage;Transfert possible;Pension compl�te;2022-09-19;2022-09-20
Chartres;3;Cabane dans un arbre;Bricolage;Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-10-24;2022-10-25
Toulouse;2;Cabane dans un arbre;Donner des cours d anglais;Pas d animaux, Non fumeur;Piscine, Balade � cheval, Blanchissage;Transfert possible;Demi-pension;2022-09-18;2022-09-19
Seville;4;Cabane dans un arbre;Promener les chiens;Pas d animaux, Non fumeur;Wifi, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-07-11;2022-07-29
Chartres;2;Cabane dans un arbre;Babysitting;;Blanchissage, Wifi;Pas de transfert;Petit d�jeuner;2022-09-16;2022-09-17
Paris;4;Tente;Bricolage, Promener les chiens;;Piscine, Parking, Blanchissage;Transfert possible;Pension compl�te;2022-06-26;2022-06-27
Chartres;5;Chambre;Babysitting;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-12-05;2022-12-31
Moscou;2;Chambre;Jardinage;;Wifi, Piscine;Transfert possible;Pension compl�te;2022-08-15;2022-08-16
Berlin;4;Chambre;Donner des cours d anglais;Non fumeur;Blanchissage;Transfert possible;Demi-pension;2022-08-02;2022-08-18
Marseille;6;Cabane dans un arbre;Bricolage;Non fumeur;Parking;Pas de transfert;Petit d�jeuner;2022-10-20;2022-10-29
Marseille;5;Chambre;Bricolage, Babysitting;Non fumeur;Balade � cheval;Pas de transfert;Pension compl�te;2022-03-18;2022-03-19
Berlin;5;Tente;Jardinage, Babysitting;;Wifi;Pas de transfert;Petit d�jeuner;2022-12-13;2022-12-18
Paris;4;Cabane dans un arbre;Jardinage;Pas d animaux;Balade � cheval;Pas de transfert;Pension compl�te;2022-05-07;2022-05-08
Seville;3;Cabane dans un arbre;Donner des cours d anglais;;Parking;Pas de transfert;Pension compl�te;2022-08-24;2022-08-25
Strasbourg;2;Chambre;Donner des cours d anglais;Pas d animaux, Non fumeur;Blanchissage, Piscine, Balade � cheval;Transfert possible;Demi-pension;2022-05-08;2022-05-14
Seville;6;Chambre;Promener les chiens;Pas d animaux, Non fumeur;Piscine, Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-07-07;2022-07-08
Toulouse;4;Cabane dans un arbre;Babysitting, Promener les chiens;Non fumeur, Pas d animaux;Piscine;Pas de transfert;Pension compl�te;2022-01-19;2022-01-20
Avignon;5;Chambre;Babysitting, Promener les chiens;Pas d animaux;Parking, Piscine;Pas de transfert;Petit d�jeuner;2022-11-20;2022-11-21
Toulouse;5;Chambre;Bricolage;Pas d animaux, Non fumeur;Piscine, Blanchissage, Parking;Transfert possible;Demi-pension;2022-03-10;2022-03-11
Marseille;3;Cabane dans un arbre;Bricolage;;Piscine;Pas de transfert;Petit d�jeuner;2022-07-16;2022-07-17
Berlin;6;Tente;Bricolage;Pas d animaux;Parking;Pas de transfert;Petit d�jeuner;2022-09-14;2022-09-25
Avignon;6;Chambre;Bricolage, Babysitting;Pas d animaux;Blanchissage, Piscine;Transfert possible;Petit d�jeuner;2022-05-23;2022-05-24
Moscou;4;Tente;Babysitting;Pas d animaux, Non fumeur;Balade � cheval, Wifi, Parking;Transfert possible;Pension compl�te;2022-06-08;2022-06-09
Paris;4;Tente;Babysitting, Jardinage;;Piscine;Pas de transfert;Pension compl�te;2022-11-11;2022-11-22
Marseille;3;Tente;Donner des cours d anglais;Pas d animaux, Non fumeur;Wifi, Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-08-01;2022-08-12
Toulouse;5;Chambre;Bricolage;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-12-22;2022-12-23
Marseille;4;Cabane dans un arbre;Promener les chiens;;Wifi;Transfert possible;Demi-pension;2022-11-20;2022-11-21
Chartres;6;Chambre;Babysitting;Pas d animaux;Parking, Balade � cheval, Wifi;Pas de transfert;Demi-pension;2022-08-18;2022-08-19
Marseille;6;Tente;Bricolage, Donner des cours d anglais;;Balade � cheval, Blanchissage;Pas de transfert;Petit d�jeuner;2022-08-02;2022-08-04
Seville;5;Chambre;Jardinage;;Parking;Pas de transfert;Demi-pension;2022-12-18;2022-12-19
Toulouse;5;Tente;Donner des cours d anglais;Non fumeur, Pas d animaux;Blanchissage, Parking;Pas de transfert;Pension compl�te;2022-07-17;2022-07-26
Marseille;5;Cabane dans un arbre;Babysitting;Pas d animaux;Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-11-04;2022-11-29
Toulouse;4;Chambre;Promener les chiens;Non fumeur;Blanchissage, Piscine;Transfert possible;Demi-pension;2022-12-17;2022-12-18
Avignon;6;Tente;Promener les chiens;Non fumeur, Pas d animaux;Balade � cheval, Piscine;Transfert possible;Pension compl�te;2022-10-10;2022-10-11
Berlin;4;Cabane dans un arbre;Bricolage, Donner des cours d anglais;;Parking, Blanchissage;Transfert possible;Demi-pension;2022-03-20;2022-03-21
Toulouse;3;Cabane dans un arbre;Babysitting;Pas d animaux, Non fumeur;Wifi;Transfert possible;Demi-pension;2022-08-04;2022-08-05
Paris;6;Tente;Bricolage;;Blanchissage;Transfert possible;Demi-pension;2022-06-29;2022-06-30
Berlin;6;Chambre;Bricolage;Pas d animaux, Non fumeur;Wifi, Balade � cheval, Piscine;Pas de transfert;Pension compl�te;2022-03-08;2022-03-15
Marseille;4;Chambre;Promener les chiens;;Balade � cheval, Piscine;Transfert possible;Petit d�jeuner;2022-07-04;2022-07-28
Strasbourg;2;Tente;Promener les chiens;Non fumeur;Piscine, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-02-13;2022-02-14
Chartres;4;Tente;Bricolage;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval;Transfert possible;Pension compl�te;2022-09-08;2022-09-22
Toulouse;6;Cabane dans un arbre;Babysitting;Pas d animaux;Parking, Blanchissage, Wifi;Transfert possible;Petit d�jeuner;2022-04-23;2022-04-29
Strasbourg;3;Cabane dans un arbre;Babysitting, Promener les chiens;Pas d animaux, Non fumeur;Parking, Balade � cheval;Pas de transfert;Pension compl�te;2022-05-29;2022-05-30
Draguignan;3;Cabane dans un arbre;Bricolage;Pas d animaux, Non fumeur;Parking, Wifi, Balade � cheval;Transfert possible;Petit d�jeuner;2022-01-01;2022-01-21
Paris;4;Chambre;Babysitting;;Balade � cheval, Blanchissage;Pas de transfert;Petit d�jeuner;2022-07-31;2022-07-31
Moscou;6;Chambre;Promener les chiens;Pas d animaux, Non fumeur;Blanchissage, Parking, Balade � cheval;Transfert possible;Petit d�jeuner;2022-11-28;2022-11-29
Avignon;4;Chambre;Donner des cours d anglais, Promener les chiens;;Wifi;Transfert possible;Petit d�jeuner;2022-11-09;2022-11-30
Strasbourg;5;Cabane dans un arbre;Babysitting, Promener les chiens;Pas d animaux, Non fumeur;Blanchissage, Piscine, Parking;Pas de transfert;Demi-pension;2022-10-21;2022-10-31
Strasbourg;2;Chambre;Jardinage;Pas d animaux;Wifi, Blanchissage;Pas de transfert;Demi-pension;2022-09-09;2022-09-15
Draguignan;4;Chambre;Jardinage;;Balade � cheval, Blanchissage, Piscine;Transfert possible;Petit d�jeuner;2022-10-07;2022-10-08
Berlin;5;Cabane dans un arbre;Bricolage;;Blanchissage;Pas de transfert;Petit d�jeuner;2022-12-12;2022-12-24
Strasbourg;5;Tente;Promener les chiens, Donner des cours d anglais;;Balade � cheval, Piscine, Wifi;Pas de transfert;Pension compl�te;2022-07-27;2022-07-28
Chartres;5;Chambre;Bricolage, Jardinage;Pas d animaux, Non fumeur;Blanchissage, Parking, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-10-16;2022-10-17
Berlin;4;Cabane dans un arbre;Jardinage;Pas d animaux;Balade � cheval;Pas de transfert;Petit d�jeuner;2022-06-13;2022-06-14
Marseille;5;Tente;Babysitting;Non fumeur;Parking;Transfert possible;Pension compl�te;2022-09-03;2022-09-21
Toulouse;3;Tente;Donner des cours d anglais;Pas d animaux, Non fumeur;Piscine;Transfert possible;Pension compl�te;2022-04-11;2022-04-12
Draguignan;4;Tente;Bricolage, Promener les chiens;;Blanchissage, Wifi, Balade � cheval;Pas de transfert;Petit d�jeuner;2022-11-09;2022-11-29
Strasbourg;5;Tente;Bricolage;;Balade � cheval, Parking;Transfert possible;Demi-pension;2022-02-18;2022-02-19
Draguignan;5;Chambre;Bricolage;Pas d animaux;Wifi;Pas de transfert;Pension compl�te;2022-01-18;2022-01-19
Toulouse;6;Tente;Promener les chiens, Bricolage;Pas d animaux;Balade � cheval, Wifi;Transfert possible;Petit d�jeuner;2022-10-17;2022-10-18
Seville;3;Cabane dans un arbre;Babysitting;Non fumeur;Blanchissage, Piscine, Balade � cheval;Transfert possible;Pension compl�te;2022-07-10;2022-07-11
Berlin;5;Tente;Bricolage;;Blanchissage, Wifi, Balade � cheval;Pas de transfert;Pension compl�te;2022-03-24;2022-03-25
Toulouse;6;Cabane dans un arbre;Jardinage, Donner des cours d anglais;;Blanchissage, Piscine, Balade � cheval;Pas de transfert;Demi-pension;2022-03-22;2022-03-23
Toulouse;2;Tente;Donner des cours d anglais;;Balade � cheval, Parking;Transfert possible;Demi-pension;2022-04-21;2022-04-22
Avignon;5;Chambre;Promener les chiens, Bricolage;;Blanchissage, Wifi, Piscine;Transfert possible;Pension compl�te;2022-08-13;2022-08-30
Draguignan;6;Chambre;Babysitting;;Wifi, Parking;Pas de transfert;Pension compl�te;2022-07-18;2022-07-19
Strasbourg;3;Cabane dans un arbre;Jardinage, Donner des cours d anglais;;Wifi, Piscine, Blanchissage;Pas de transfert;Demi-pension;2022-03-30;2022-03-31
Seville;2;Cabane dans un arbre;Promener les chiens, Donner des cours d anglais;Non fumeur;Parking, Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-07-13;2022-07-31
Chartres;4;Cabane dans un arbre;Babysitting, Donner des cours d anglais;;Wifi, Parking, Piscine;Transfert possible;Petit d�jeuner;2022-06-25;2022-06-29
Paris;2;Cabane dans un arbre;Bricolage, Jardinage;Pas d animaux;Wifi, Piscine;Pas de transfert;Demi-pension;2022-02-16;2022-02-21
Strasbourg;3;Cabane dans un arbre;Promener les chiens;Non fumeur;Blanchissage, Parking;Pas de transfert;Demi-pension;2022-10-12;2022-10-16
Moscou;2;Chambre;Jardinage, Bricolage;Non fumeur;Balade � cheval, Parking, Wifi;Pas de transfert;Pension compl�te;2022-06-29;2022-06-30
Moscou;2;Tente;Bricolage, Donner des cours d anglais;Pas d animaux;Blanchissage, Parking;Transfert possible;Pension compl�te;2022-04-05;2022-04-28
Seville;5;Tente;Bricolage;Non fumeur, Pas d animaux;Balade � cheval, Blanchissage, Piscine;Transfert possible;Petit d�jeuner;2022-08-17;2022-08-18
Moscou;3;Tente;Bricolage;Pas d animaux;Wifi, Balade � cheval;Transfert possible;Pension compl�te;2022-10-21;2022-10-24
Paris;5;Chambre;Promener les chiens, Jardinage;Non fumeur;Piscine, Parking;Transfert possible;Pension compl�te;2022-07-14;2022-07-16
Moscou;2;Cabane dans un arbre;Bricolage, Jardinage;Non fumeur;Balade � cheval, Wifi, Parking;Pas de transfert;Petit d�jeuner;2022-11-04;2022-11-15
Draguignan;2;Cabane dans un arbre;Donner des cours d anglais, Bricolage;Non fumeur, Pas d animaux;Parking, Blanchissage, Wifi;Pas de transfert;Pension compl�te;2022-02-12;2022-02-17
Seville;4;Tente;Promener les chiens, Babysitting;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Demi-pension;2022-09-09;2022-09-25
Strasbourg;3;Tente;Jardinage;Pas d animaux, Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-06-09;2022-06-26
Chartres;3;Chambre;Promener les chiens;Pas d animaux;Parking, Balade � cheval, Piscine;Transfert possible;Demi-pension;2022-11-11;2022-11-12
Berlin;5;Cabane dans un arbre;Donner des cours d anglais;;Parking;Transfert possible;Demi-pension;2022-01-05;2022-01-06
Seville;5;Chambre;Donner des cours d anglais, Babysitting;Non fumeur;Parking, Balade � cheval;Transfert possible;Petit d�jeuner;2022-07-27;2022-07-28
Marseille;5;Cabane dans un arbre;Donner des cours d anglais;Non fumeur, Pas d animaux;Wifi;Transfert possible;Pension compl�te;2022-07-14;2022-07-21
Berlin;6;Tente;Promener les chiens, Babysitting;Pas d animaux;Piscine;Transfert possible;Demi-pension;2022-07-31;2022-07-31
Strasbourg;2;Tente;Bricolage, Babysitting;Pas d animaux, Non fumeur;Wifi;Pas de transfert;Pension compl�te;2022-02-25;2022-02-26
Seville;5;Cabane dans un arbre;Bricolage;Non fumeur, Pas d animaux;Wifi, Blanchissage;Pas de transfert;Pension compl�te;2022-12-29;2022-12-30
Avignon;2;Tente;Donner des cours d anglais, Jardinage;;Parking;Pas de transfert;Demi-pension;2022-03-10;2022-03-17
Draguignan;4;Tente;Donner des cours d anglais;;Parking, Blanchissage;Transfert possible;Pension compl�te;2022-06-06;2022-06-07
Draguignan;3;Tente;Promener les chiens;Pas d animaux, Non fumeur;Blanchissage, Balade � cheval, Parking;Pas de transfert;Pension compl�te;2022-01-16;2022-01-17
Draguignan;3;Chambre;Jardinage;;Blanchissage, Wifi;Pas de transfert;Demi-pension;2022-09-03;2022-09-08
Berlin;5;Chambre;Promener les chiens, Babysitting;;Blanchissage;Transfert possible;Petit d�jeuner;2022-08-13;2022-08-17
Marseille;4;Tente;Bricolage;Non fumeur;Piscine, Balade � cheval;Transfert possible;Petit d�jeuner;2022-09-04;2022-09-21
Avignon;6;Tente;Promener les chiens;Pas d animaux;Wifi;Transfert possible;Pension compl�te;2022-11-13;2022-11-14
Marseille;6;Chambre;Jardinage, Babysitting;Non fumeur, Pas d animaux;Wifi, Balade � cheval;Transfert possible;Petit d�jeuner;2022-05-25;2022-05-31
Chartres;6;Chambre;Bricolage;Non fumeur, Pas d animaux;Wifi, Blanchissage;Transfert possible;Pension compl�te;2022-10-14;2022-10-17
Marseille;6;Cabane dans un arbre;Donner des cours d anglais, Promener les chiens;;Piscine, Parking;Pas de transfert;Petit d�jeuner;2022-10-25;2022-10-26
Seville;4;Cabane dans un arbre;Promener les chiens;Pas d animaux, Non fumeur;Piscine, Wifi;Pas de transfert;Demi-pension;2022-09-01;2022-09-03
Strasbourg;6;Chambre;Babysitting;Pas d animaux, Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-12-12;2022-12-13
Seville;3;Tente;Donner des cours d anglais;Non fumeur, Pas d animaux;Blanchissage, Piscine;Pas de transfert;Demi-pension;2022-01-08;2022-01-29
Avignon;2;Chambre;Bricolage;Pas d animaux;Balade � cheval, Blanchissage, Piscine;Transfert possible;Petit d�jeuner;2022-07-21;2022-07-22
Chartres;3;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Non fumeur;Parking;Transfert possible;Petit d�jeuner;2022-07-28;2022-07-29
Avignon;3;Cabane dans un arbre;Jardinage;;Parking, Piscine;Pas de transfert;Petit d�jeuner;2022-06-01;2022-06-10
Moscou;2;Tente;Bricolage, Babysitting;Non fumeur, Pas d animaux;Wifi;Transfert possible;Pension compl�te;2022-08-31;2022-08-31
Marseille;6;Tente;Donner des cours d anglais, Promener les chiens;Non fumeur;Blanchissage, Balade � cheval;Pas de transfert;Demi-pension;2022-08-17;2022-08-18
Moscou;5;Cabane dans un arbre;Donner des cours d anglais, Bricolage;;Piscine, Wifi, Balade � cheval;Transfert possible;Petit d�jeuner;2022-11-22;2022-11-23
Paris;5;Cabane dans un arbre;Donner des cours d anglais, Promener les chiens;Non fumeur, Pas d animaux;Blanchissage, Parking, Wifi;Pas de transfert;Pension compl�te;2022-04-16;2022-04-28
Toulouse;6;Cabane dans un arbre;Babysitting;Pas d animaux, Non fumeur;Parking, Wifi, Balade � cheval;Transfert possible;Pension compl�te;2022-03-21;2022-03-22
Toulouse;5;Tente;Jardinage, Bricolage;Non fumeur, Pas d animaux;Parking, Piscine, Blanchissage;Pas de transfert;Pension compl�te;2022-11-20;2022-11-29
Chartres;3;Cabane dans un arbre;Donner des cours d anglais;Non fumeur, Pas d animaux;Piscine;Pas de transfert;Petit d�jeuner;2022-12-28;2022-12-29
Moscou;3;Cabane dans un arbre;Promener les chiens, Jardinage;;Piscine, Wifi, Parking;Pas de transfert;Demi-pension;2022-05-26;2022-05-27
Draguignan;5;Tente;Jardinage;;Wifi, Balade � cheval, Piscine;Pas de transfert;Demi-pension;2022-10-18;2022-10-19
Toulouse;3;Tente;Jardinage, Bricolage;Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-06-14;2022-06-29
Marseille;2;Chambre;Donner des cours d anglais, Jardinage;;Piscine;Pas de transfert;Petit d�jeuner;2022-04-26;2022-04-27
Chartres;4;Tente;Jardinage, Bricolage;;Parking;Transfert possible;Demi-pension;2022-07-12;2022-07-31
Marseille;4;Chambre;Jardinage;Pas d animaux, Non fumeur;Wifi;Transfert possible;Demi-pension;2022-04-04;2022-04-05
Berlin;5;Cabane dans un arbre;Jardinage;Non fumeur;Piscine;Pas de transfert;Demi-pension;2022-02-14;2022-02-23
Seville;3;Cabane dans un arbre;Babysitting, Promener les chiens;;Balade � cheval;Transfert possible;Demi-pension;2022-07-30;2022-07-31
Draguignan;5;Tente;Bricolage;Pas d animaux, Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-01-22;2022-01-23
Berlin;3;Chambre;Bricolage;;Piscine;Transfert possible;Pension compl�te;2022-08-19;2022-08-20
Paris;3;Chambre;Promener les chiens;;Blanchissage, Wifi, Balade � cheval;Transfert possible;Pension compl�te;2022-02-07;2022-02-08
Draguignan;2;Tente;Promener les chiens, Bricolage;Non fumeur;Parking, Balade � cheval, Blanchissage;Transfert possible;Pension compl�te;2022-07-28;2022-07-31
Strasbourg;5;Cabane dans un arbre;Jardinage, Babysitting;Non fumeur, Pas d animaux;Parking, Piscine;Pas de transfert;Pension compl�te;2022-07-30;2022-07-31
Marseille;3;Cabane dans un arbre;Donner des cours d anglais, Babysitting;Non fumeur;Balade � cheval;Transfert possible;Petit d�jeuner;2022-02-14;2022-02-28
Berlin;5;Tente;Babysitting;Pas d animaux;Piscine, Wifi, Blanchissage;Transfert possible;Demi-pension;2022-10-06;2022-10-11
Chartres;3;Tente;Donner des cours d anglais, Jardinage;Non fumeur;Wifi, Piscine, Parking;Transfert possible;Demi-pension;2022-10-22;2022-10-25
Berlin;5;Cabane dans un arbre;Donner des cours d anglais, Jardinage;Pas d animaux, Non fumeur;Balade � cheval, Parking, Wifi;Pas de transfert;Petit d�jeuner;2022-02-01;2022-02-16
Marseille;4;Chambre;Bricolage, Donner des cours d anglais;;Piscine, Blanchissage, Balade � cheval;Transfert possible;Petit d�jeuner;2022-05-02;2022-05-06
Berlin;2;Chambre;Babysitting;;Balade � cheval, Piscine, Parking;Pas de transfert;Demi-pension;2022-12-19;2022-12-20
Avignon;6;Cabane dans un arbre;Jardinage;Non fumeur;Blanchissage;Pas de transfert;Pension compl�te;2022-05-24;2022-05-25
Berlin;4;Chambre;Jardinage;Non fumeur, Pas d animaux;Parking, Wifi, Balade � cheval;Transfert possible;Demi-pension;2022-03-23;2022-03-31
Marseille;6;Chambre;Bricolage;Non fumeur, Pas d animaux;Piscine;Pas de transfert;Demi-pension;2022-09-24;2022-09-26
